contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
8289311442635691404,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",How Coca-Cola Is Harvesting Innovation Energy From Startups,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,Google Cloud Goes to the Farm,Here's proof that Google is getting serious about battling Facebook in a key area
8302949268716967655,What makes a good (Android) Software Engineer,Listas com RecyclerView - Android Dev BR,My experience with Google's Associate Android Developer Certification,Scrum Community - Scrum Alliance,Using DiffUtil in Android RecyclerView,Don't document your code. Code your documentation.
8342423402350940832,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,11 Internet of Things (IoT) Protocols You Need to Know About,One Dollar Board: Um projeto brasileiro para revolucionar a educação,1º Congresso Brasileiro de IoT - Embarcados,Bose's New Speaker Only Costs $150 But You Have to Build It Yourself,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery"
8386493184609384928,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Grupo de bancos adere à tecnologia do bitcoin em transações,Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,Nubank pode fechar as portas se BC confirmar mudança amanhã,Abrimos uma conta no Original.,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk
8402348887626635381,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Não existe frete grátis!,As compras e os hábitos dos brasileiros no shopping | EXAME.com,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",Por que o Walmart não é Walmart no Brasil,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly
8428597553954921991,Time to Re-Think Design Thinking,O tênue equilíbrio da equipe que desenha produtos digitais,Mobile Time,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,The economic essentials of digital strategy,"Adobe, Acquia, Episerver Lead New Forrester WCM Wave"
8477804012624580461,Gartner: em 2020 não haverá mais aplicativos,Google lança experimentos com inteligência artificial | Google Discovery,Blaise Agüera y Arcas: How computers are learning to be creative,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,The return of the machinery question,This Super Accurate Portrait Selection Tech Uses Neural Networks
8482750322470893687,"Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live",Embracing Agile,Two Different Sales Motions . . . .,The surprising truth about which countries lead in digital,How the queen of Silicon Valley is helping Google go after Amazon's most profitable business,7 Questions to Ask Before Your Next Digital Transformation
8483892789913825147,Cookbook,Ordering coffee in Italy: the 10 commandments,This Super Accurate Portrait Selection Tech Uses Neural Networks,Lists are the new search,Up your app's sharing game with DirectShare - Google Developers,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts"
8522523292310933696,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,O manual do deboísta corporativo,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",Google is quietly recording everything you say. Here's how to hear it,Google Cloud Goes to the Farm,How Coca-Cola Is Harvesting Innovation Energy From Startups
8526042588044002101,Cloud Native Part 1: Definition,Slack and Google announce partnership focused on better integrating their services,Progressive Web App - first introduced on Google I/O | airberlin,Labelling automated builds on Docker Hub - Microscaling Systems,Client-side ranking to more efficiently show people stories in feed,"Bots, Messenger and the future of customer service"
8559816910657872807,Google cloud boss Diane Greene: We're winning against AWS and Microsoft,7 Questions to Ask Before Your Next Digital Transformation,Two Different Sales Motions . . . .,Top 10 Intranet Trends of 2016,The return of the machinery question,Kubernetes
8586403905004879205,How to augment your career with leadership coaching,Investimentos em coaching e mentoring aumentam nas empresas,Cinco competências comportamentais para você ser um bom líder,Digital Health Coaching,Como resolver conflitos no ambiente corporativo us,O que você deve fazer para se tornar um líder melhor?
8589361101754366293,Acesse a versão Material Design do YouTube | Google Discovery,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,How I sped up the initial render of my Polymer app by 86%,"Google acquires Synergyse, an interactive training service for Google Apps",Powering a more connected and collaborative enterprise,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery"
8620166073102656574,One weird trick that will change the way you code forever: JavaScript TDD,Leveling Up Your JavaScript -,Cubr,The Developer's Midlife Crisis: What's Next?,Google is testing a new Material Design layout for desktop searches,Google Cloud Goes to the Farm
8626761683919164251,Tem hora certa pra sair do armário?,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,"No dia das mães, Avon lança campanha com mãe de jovem gay","TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção","Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer
8651615486877503655,Java 8 Best Practices Cheat Sheet,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Alecrim/AlecrimCoreData,Why porting an iOS design to Android will not work,Assista a entrevista de Linus Torvalds no TED legendada,Infográfico: Algoritmos para Aprendizado de Máquina
8657408509986329668,Pull request first - Practical Blend,Docker e .Net,The Importance of Code Reviews,Serverless real-time architecture on AWS: there is a way !,Angular 2 versus React: There Will Be Blood - Free Code Camp,Google is testing a new Material Design layout for desktop searches
8690601908689146128,A New Number Format for Computers Could Nuke Approximation Errors for Good,Google researchers teach AIs to see the important parts of images - and tell you about them,Accidental discovery could help batteries last years longer,Facebook's WhatsApp does something very different than Google,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,Google's Cloud Machine Learning service is now in public beta
8712996026808754180,19 Tips For Everyday Git Use,Alecrim/AlecrimCoreData,Modelando APIs REST com Swagger,Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,Bots won't replace apps. Better apps will replace apps.,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog
8729086959762650511,"What do you mean by ""Event-Driven""?",When to make a Git Commit,"Spanner, the Google Database That Mastered Time, Is Now Open to Everyone",Communication patterns in a Microservice world,Don't document your code. Code your documentation.,Microservices - When to React Vs. Orchestrate - Capital One DevExchange
8734156751308150579,Bitcoin Accepted! German Energy Giant Enables Payments - CCN: Financial Bitcoin & Cryptocurrency News,Decentralizing IoT networks through blockchain,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud",Introduction · Bitcoin para Programadores,Why Deep Learning Is Suddenly Changing Your Life,Ranking das maiores seguradoras da Europa - 2015 | Sonho Seguro
8749720044741011597,Como Usar o Git e o GitHub,Sua comunidade de Teste.,Dicas avançadas de ruby (capybara/cucumber),BDD Best Practices and Guidelines - Testing Excellence,Agile: Falta competência nos testes,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:
8769121796537771237,Susep divulga nota de esclarecimento sobre a Youse Seguros,"Applying the Linus Torvalds ""Good Taste"" Coding Requirement","Elektro, Google e Sama lideram entre as melhores empresas para trabalhar em 2016",Bradesco vai lançar novo banco digital: o Next.,Dark Scrum,Post: Just Say mNo to Hungarian Notation
8779890754987103603,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,Slack and Google announce partnership focused on better integrating their services,Scrum Community - Scrum Alliance,Building Spring Cloud Microservices That Strangle Legacy Systems,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog
8828175072897143018,"The code that took America to the moon was just published to GitHub, and it's like a 1960s time capsule",Ordering coffee in Italy: the 10 commandments,Inbox by Gmail ganha formatação de texto | Google Discovery,Staying one step ahead at Pixar: An interview with Ed Catmull,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC",Calm down: Google's use of Material Design on iOS is fine
8835339470389644264,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery",Evernote anuncia integração com Google Drive | Google Discovery,Here's proof that Google is getting serious about battling Facebook in a key area,Google Cloud Goes to the Farm,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi
8847604225354271039,"How to forecast demand with Google BigQuery, public datasets and TensorFlow | Google Cloud Big Data and Machine Learning Blog","DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Algorithms and architecture for job recommendations,"Secret's founder returns with Bold, a Medium for enterprise",Transfer Style But Not Color,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
8869347744613364434,Java Garbage Collection Essencial,Java 8 Streams : 10 missing features,Java 8 Streams - A Deeper Approach About Performance Improvement,The moment when you realize every server in the world is vulnerable - Free Code Camp,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",When to make a Git Commit
8886002764685330098,Exploring Java's Hidden Costs,Bot Engine,My favorite people and resources to learn Android programming from,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,Criando ícones animados no Android,On DRY and the cost of wrongful abstractions
